year,line,station,longitude,latitude,standard.haul.factor,volume.water.strained,station.depth,temp_surf,sal_surf,oxygen_surf,steta_surf.x,chla_surf,temp_100m,sal_100m,oxygen_100m,steta_surf.y,chla_100m,hard_outcrop.pavement,mixed,soft_sediment,cca,pair_no,auriculatus,aurora,caurinus,chlorostictus,constellatus,crameri,crocotulus,dalli,did.not.work,diploproa,elongatus,ensifer,entomelas,flavidus,gilli,goodei,helvomaculatus,hopkinsi,jordani,levis,macdonaldi,melanostomus,miniatus,moseri,mystinus,ovalis,paucispinis,phillipsi,rastrelliger,rosaceus,rosenblatti,ruberrimus,rubrivinctus,rufinanus,rufus,saxicola,semicinctus,serranoides,simulator,wilsoni,prop_dnw
1998,93.3,30,-117.5316667,32.84666667,4.85,433,856,18,34.066,5.41,24.565,0.93,17.35,33.99735714,5.029166667,24.66846154,0.62,0,0.929292929,0.070707071,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,86.7,35,-118.6216667,33.82333333,4.72,446.9,648,16.79666667,33.80566667,5.515,24.65,0.655,16.20066667,33.7702,5.045714286,24.76285714,0.386428571,0.01980198,0.95049505,0.02970297,out_cca,not_paired,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0.666666667
1998,86.7,40,-118.975,33.65833333,4.67,459.7,765,17.51,33.98033333,5.355,24.61,0.485,17.002,33.92793333,5.074285714,24.69571429,0.337857143,0.646464646,0.353535354,0,in_cca,pair1,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,9.34,0,0,0,0,0,0
1998,86.7,45,-119.3183333,33.49,4.82,447.5,1655,16.69,33.82266667,5.53,24.685,0.605,15.23733333,33.7814,4.645,24.99142857,0.297692308,0.247524752,0.752475248,0,in_cca,pair2,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333
1998,86.7,50,-119.665,33.325,3.93,182.7,86,16.16666667,33.69933333,5.58,24.715,0.7,15.56916667,33.668,5.312727273,24.83090909,0.483636364,1,0,0,in_cca,pair5,0,0,0,0,0,0,0,0,0,0,0,11.79,0,0,0,0,0,19.65,7.86,0,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,19.65,0,0,3.93,0,11.79,0
1998,86.7,55,-120.0066667,33.15666667,4.6,454.5,1199,15.72333333,33.50966667,5.755,24.665,0.275,15.488,33.54133333,5.526428571,24.74785714,0.287857143,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,86.7,60,-120.35,32.99,4.16,482.1,723,15.88666667,33.46066667,5.7,24.59,0.16,15.41866667,33.44426667,5.645714286,24.68785714,0.201428571,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,93.3,35,-117.8733333,32.68,4.78,444.5,617,17.86333333,34.059,5.39,24.585,0.6,16.83307692,33.962,4.8125,24.7625,0.360833333,1,0,0,in_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,83.3,60,-120.755,33.57833333,4.36,483.6,1385,15.24666667,33.278,5.765,24.595,0.285,15.140625,33.3679375,5.621333333,24.69133333,0.286,0.989583333,0.010416667,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,83.3,55,-120.41,33.745,4.39,481.8,998,15.53,33.46333333,5.71,24.67,0.545,14.94875,33.46925,5.498666667,24.80866667,0.424,0.525252525,0.474747475,0,out_cca,pair2,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
1998,83.3,51,-120.1333333,33.87833333,4.21,234.2,110,15.97333333,33.66866667,5.425,24.735,0.515,15.72846154,33.66092308,5.255833333,24.78583333,0.415833333,0.804597701,0.195402299,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0
1998,83.3,42,-119.5083333,34.17833333,4.11,216.1,103,16.40666667,33.55666667,5.445,24.55,0.495,16.1925,33.7064375,5.24,24.722,0.412666667,0,0.95,0.05,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,12.33,0,0,0,0,0,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,93.3,40,-118.2116667,32.51333333,4.87,437.4,1680,15.89666667,33.609,5.695,24.7,0.595,14.29866667,33.52186667,5.226428571,24.99071429,0.385714286,0.101010101,0.898989899,0,out_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,83.3,40.6,-119.4116667,34.225,3.31,62.4,30,16.715,33.73533333,5.413333333,24.61,0.593333333,16.724,33.7446,5.407,24.615,0.545,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,81.8,46.9,-120.02,34.27333333,4.91,434.2,578,15.89,33.6565,5.5,24.74,0.825,15.13692308,33.63384615,5.085384615,24.88692308,0.476923077,0,0.598214286,0.401785714,out_cca,not_paired,0,0,0,0,0,0,0,0,4.91,0,0,9.82,0,0,0,0,0,19.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0.125
1998,80,55,-120.8,34.315,4.62,474.7,795,15.51,33.598,5.47,24.78,0.73,15.11133333,33.59406667,5.182857143,24.86928571,0.558571429,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,93.3,45,-118.555,32.34666667,4.74,451.9,1350,16.37,33.689,5.605,24.66,0.63,15.812,33.68853333,5.401428571,24.785,0.613571429,0.584158416,0.415841584,0,out_cca,pair1,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0.333333333
1998,76.7,60,-121.5483333,34.72166667,4.55,467.8,930,14.72666667,33.19133333,5.815,24.64,0.39,14.42428571,33.235,5.683846154,24.74461538,0.344615385,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,76.7,55,-121.1983333,34.88833333,4.46,478.2,562,15.20666667,33.29233333,5.75,24.62,0.315,14.81941176,33.30164706,5.686875,24.70875,0.27625,0.01010101,0,0.98989899,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,76.7,51,-120.91,35.02333333,4.33,405.9,175,15.47,33.4225,5.71,24.655,1.065,15.42866667,33.4572,5.574666667,24.69266667,0.578,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,76.7,49,-120.7766667,35.08833333,4.1,119.6,56,15.38,32.794,5.795,24.19,0.795,15.39888889,33.29188889,5.598888889,24.57,0.461111111,0.46,0.54,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0
1998,93.3,50,-118.8933333,32.18,4.84,440.2,1455,16.28666667,33.598,5.62,24.605,0.385,15.70611111,33.56955556,5.4775,24.71588235,0.355882353,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,33.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,93.3,55,-119.23,32.01333333,5.01,425.8,1500,16.29,33.52,5.645,24.545,0.22,15.97857143,33.50385714,5.593846154,24.60846154,0.233076923,0.285714286,0.714285714,0,out_cca,pair4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,93.3,60,-119.5716667,31.84666667,4.56,465.5,1852,16.13333333,33.489,5.66,24.56,0.225,16.06785714,33.48957143,5.649230769,24.57538462,0.24,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,93.3,26.7,-117.305,32.95666667,4.96,107.8,69,14.165,33.4855,5.965,24.985,1.025,13.82545455,33.50590909,5.523636364,25.07090909,0.687272727,0.782608696,0.217391304,0,out_cca,pair5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,93.3,28,-117.395,32.91333333,5.39,404.2,655,14.66666667,33.46866667,5.91,24.875,0.285,13.446875,33.552875,4.937333333,25.2,0.27,0,0.85,0.15,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,90,60,-119.96,32.41833333,4.54,447.2,883,12.645,33.484,6.166666667,25.28666667,0.716666667,11.58388889,33.61633333,4.929411765,25.60411765,0.34,0.868686869,0.131313131,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,93.3,30,-117.5316667,32.84666667,4.99,434.2,866,14.58,33.45,5.955,24.865,0.335,13.09181818,33.57709091,4.68,25.27,0.28,0,0.929292929,0.070707071,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,90,28,-117.7683333,33.485,4.02,214.8,95,14.455,33.4885,6.01,24.925,0.33,13.64428571,33.53057143,5.31,25.12428571,0.481428571,0.164556962,0.835443038,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,86.7,50,-119.6633333,33.32333333,4.17,144.2,72,13.56,33.51766667,5.925,25.14,0.525,12.11666667,33.60116667,4.729090909,25.50909091,0.324545455,1,0,0,in_cca,pair5,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,154.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51,0
1999,86.7,55,-120.0066667,33.15666667,4.82,435.5,1219,13.09,33.49,6.17,25.21,1.305,12.07769231,33.57007692,5.270769231,25.48083333,0.745384615,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1999,86.7,60,-120.35,32.99,5.07,432,729,13.02,33.523,6.005,25.25,1.065,11.59769231,33.63592308,4.676153846,25.59923077,0.53,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,0
1999,93.3,40,-118.2133333,32.51333333,4.9,446.7,1674,14.225,33.4505,6.03,24.945,0.465,12.59,33.532,5.04,25.33,0.313636364,0.101010101,0.898989899,0,out_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,83.3,51,-120.1333333,33.87833333,4.3,223.3,110,13.99,33.518,5.565,25.045,0.455,12.65857143,33.62035714,4.608571429,25.38571429,0.317857143,0.804597701,0.195402299,0,out_cca,not_paired,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,25.8,8.6,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
1999,83.3,42,-119.5083333,34.17833333,2.47,626.7,130,14.2,33.496,5.76,24.985,0.47,12.65384615,33.60646154,4.595384615,25.37384615,0.252307692,0,0.95,0.05,out_cca,not_paired,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0.2
1999,83.3,40.6,-119.4116667,34.225,3.38,63.4,35,14.2175,33.49525,5.826666667,24.98,0.61,14.03333333,33.506,5.5775,25.0325,0.5575,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,81.8,46.9,-120.025,34.275,4.46,474.2,582,13.835,33.523,5.685,25.08,1.03,12.2,33.66709091,4.342727273,25.50727273,0.491818182,0,0.598214286,0.401785714,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,80,51,-120.5233333,34.45,4.12,167.1,82,13.21666667,33.55133333,5.133333333,25.22666667,0.653333333,11.9975,33.65625,4.098333333,25.54416667,0.310833333,0.455445545,0,0.544554455,out_cca,not_paired,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,93.3,45,-118.555,32.34666667,3.64,508.2,1662,14.195,33.4475,6.02,24.95,0.66,12.51266667,33.53213333,4.939285714,25.36357143,0.445714286,0.584158416,0.415841584,0,out_cca,pair1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,76.7,55,-121.1983333,34.88833333,5.08,399,567,13.71,33.531,5.795,25.11,0.625,12.01416667,33.66291667,4.439166667,25.54,0.364166667,0.01010101,0,0.98989899,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,76.7,51,-120.9183333,35.02166667,4.31,467,244,13.21,33.5495,5.82,25.225,1.005,11.51333333,33.70841667,4.153333333,25.67,0.376666667,0,0,1,out_cca,not_paired,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,8.62,0,0,0,0,0,0,0,0,0,0,12.93,0,0,0,0,0.142857143
1999,93.3,60,-119.5716667,31.84666667,5.21,410.3,1898,14.215,33.364,5.96,24.875,0.515,13.11538462,33.39692308,5.386923077,25.12692308,0.303846154,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,26.7,-117.305,32.955,4.4,162.5,84,14.2825,33.593,6.023333333,25.05333333,1.44,13.30846154,33.59115385,5.271666667,25.25583333,1.0175,0.782608696,0.217391304,0,out_cca,pair5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,28,-117.3933333,32.91333333,4.55,456.3,670,14.6,33.5985,6.04,24.98,0.85,12.54153846,33.63884615,4.666923077,25.42,0.546923077,0,0.85,0.15,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,90,60,-119.9583333,32.41166667,4.49,459.9,914,14.675,33.452,5.915,24.85,0.48,13.68428571,33.4145,5.780714286,25.025,0.366428571,0.868686869,0.131313131,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,90,53,-119.4816667,32.65,4.31,473.6,1334,13.14,33.4225,5.965,25.14,0.65,12.04615385,33.47753846,5.344615385,25.39307692,0.37,0.408163265,0.591836735,0,in_cca,pair4,0,0,0,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0
2000,90,45,-118.9316667,32.915,4.66,447.8,1714,14.06,33.5445,6.015,25.05,0.365,12.17071429,33.59828571,4.878571429,25.45714286,0.255714286,0,1,0,in_cca,pair3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,90,37,-118.3883333,33.18666667,4.39,449.4,1194,14.3,33.581,5.95,25.03,0.34,12.23571429,33.63778571,4.669285714,25.475,0.223571429,0,1,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,90,35,-118.2516667,33.25,5.14,411.1,300,14.33666667,33.57166667,6,25.015,0.37,12.1225,33.64425,4.389333333,25.538,0.209333333,0.711538462,0.288461538,0,out_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,90,30,-117.9066667,33.415,4.8,434.3,620,14.61,33.594,6.02,24.97333333,0.696666667,12.50666667,33.63046667,4.670666667,25.42,0.32,0.313131313,0.353535354,0.333333333,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0
2000,90,28,-117.7683333,33.48333333,4.55,215.7,105,14.82333333,33.63166667,5.98,24.95333333,0.37,13.32818182,33.60545455,5.144545455,25.23818182,0.501818182,0.164556962,0.835443038,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,86.7,33,-118.49,33.88833333,4.23,112.7,50,13.9,33.55933333,6.326666667,25.09666667,1.153333333,13.066,33.5632,5.296,25.265,0.977,0.153061224,0,0.846938776,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,8.46,0,0,0,0
2000,93.3,30,-117.5283333,32.84833333,4.78,442.5,850,14.575,33.6265,6.07,25.01,0.975,12.21307692,33.64415385,4.369230769,25.49153846,0.333076923,0,0.929292929,0.070707071,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,86.7,35,-118.6283333,33.82333333,4.37,451.1,670,14.98,33.632,5.895,24.925,0.375,12.48428571,33.665,4.551428571,25.44714286,0.28,0.01980198,0.95049505,0.02970297,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0
2000,86.7,40,-118.9766667,33.65833333,4.75,436.3,775,13.72,33.531,5.98,25.11,0.54,12.11545455,33.59818182,4.809090909,25.47090909,0.339090909,0.646464646,0.353535354,0,in_cca,pair1,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,86.7,45,-119.3183333,33.49,4.91,438.2,1670,13.83666667,33.54433333,6.035,25.095,0.585,11.91722222,33.65866667,4.709411765,25.57588235,0.362941176,0.247524752,0.752475248,0,in_cca,pair2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,86.7,50,-119.6583333,33.32333333,4.33,156.7,80,12.9,33.585,5.93,25.31666667,0.606666667,12.103,33.6311,5.211,25.502,0.451,1,0,0,in_cca,pair5,0,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,0,0,77.94,0,4.33,0,0,0,0,0,0,17.32,0,0,0,0,0,0,0,8.66,0,0,0,0,34.64,0.083333333
2000,86.7,55,-120.0066667,33.155,4.4,461,1219,13.605,33.419,5.955,25.045,0.655,11.585,33.53692857,5.010714286,25.52285714,0.324285714,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,86.7,60,-120.3466667,32.99,4.82,434.9,728,13.65,33.4185,6.05,25.035,0.61,12.18923077,33.48384615,5.608461538,25.37076923,0.44,NA,NA,NA,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,93.3,35,-117.8733333,32.68,4.3,455.9,620,14.225,33.525,5.99,25.005,0.59,12.51066667,33.50346667,5.376,25.322,0.318,1,0,0,in_cca,pair6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,83.3,60,-120.74,33.57833333,4.53,448.4,1412,13.09333333,33.595,6.053333333,25.28666667,0.656666667,11.50125,33.6908125,4.67875,25.656875,0.37625,0.989583333,0.010416667,0,out_cca,not_paired,0,0,0,0,0,0,0,0,0,0,0,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,4.53,0,0,0,0,4.53,0
